,company,company_location,review_date,country_of_bean_origin,specific_bean_or_bar_origin,cocoa_percent,ingredients,most_memorable_characteristics,rating,Rating Category,cocoa_percent_classification
176,Artisan du Chocolat (Casa Luker),U.K.,2013,Colombia,"Orinoqua Region, Arauca",0.72,"4- B,S,C,L","creamy, marshmallow, off",2.75,Disapointing,Bittersweet and Dark
177,Aruntam,Italy,2021,India,"Idukki Kerala, lot IN728221",0.72,"4- B,S,C,L","cinamon, nutmeg, fatty",3.25,Recommended,Bittersweet and Dark
178,Aruntam,Italy,2021,Madagascar,"Bejofo E., Akesson, lot MA72820",0.72,"4- B,S,C,L","strawberry, sour",3.25,Recommended,Bittersweet and Dark
179,Aruntam,Italy,2021,Tanzania,"Kokoa Kamili, lot TZ72199",0.72,"4- B,S,C,L","caramel, sour milk",3.5,Highly Recommended,Bittersweet and Dark
180,Askinosie,U.S.A.,2007,Mexico,Xoconusco,0.75,"2- B,S","leather, black licorice, off",2.5,Disapointing,Bittersweet and Dark
181,Askinosie,U.S.A.,2007,Ecuador,San Jose del Tambo,0.7,"2- B,S","smooth, astringent, cocoa",3.0,Recommended,Bittersweet and Dark
182,Askinosie,U.S.A.,2009,Philippines,Davao,0.77,"2- B,S","strawberries, mild tart, roasty",3.75,Highly Recommended,Bittersweet and Dark
183,Askinosie,U.S.A.,2011,Tanzania,"Tenende, Uwate",0.72,"2- B,S","creamy, woody, cocoa",3.75,Highly Recommended,Bittersweet and Dark
184,Askinosie,U.S.A.,2011,Honduras,Cortes,0.7,"2- B,S","grapes, woody, roasty",3.75,Highly Recommended,Bittersweet and Dark
185,Askinosie,U.S.A.,2016,Tanzania,Mababa,0.68,"3- B,S,C","creamy, rich, blueberry",3.75,Highly Recommended,Semi-sweet and Dark
186,Atypic,Australia,2019,Solomon Islands,Solomon Islands,0.7,"4- B,S,C,L","off aroma,vegetal,honey,sandy",3.0,Recommended,Bittersweet and Dark
187,Auro,Philippines,2018,Philippines,Davao,0.77,"4- B,S,V,L","sandy, vanilla",2.75,Disapointing,Bittersweet and Dark
188,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",0.7,"3- B,S,C","waxy, dried fruit",3.0,Recommended,Bittersweet and Dark
189,Auro,Philippines,2018,Philippines,South Cotabato,0.7,"3- B,S,C","sandy, roasty, nutty",3.0,Recommended,Bittersweet and Dark
190,Auro,Philippines,2018,Philippines,"Saloy E., 2016",0.7,"3- B,S,C","long, bright fruit, sweet, sour",3.5,Highly Recommended,Bittersweet and Dark
191,Avanaa,Canada,2021,Colombia,Tumaco,0.7,"2- B,S","chemical, spice, earthy",2.5,Disapointing,Bittersweet and Dark
192,Avanaa,Canada,2021,Dominican Republic,Zorzal,0.7,"2- B,S","intense, sour tart plum, rubber",3.0,Recommended,Bittersweet and Dark
193,Bahen & Co.,Australia,2012,Madagascar,Sambirano,0.7,"2- B,S","unrefined, flat, grassy",3.0,Recommended,Bittersweet and Dark
194,Bahen & Co.,Australia,2012,Brazil,Bahia,0.7,"2- B,S","chalky, intense, chemical",2.5,Disapointing,Bittersweet and Dark
195,Bahen & Co.,Australia,2012,Blend,Houseblend,0.7,"2- B,S","chalky, fragrant, then off",2.5,Disapointing,Bittersweet and Dark
196,Bahen & Co.,Australia,2015,Blend,Houseblend,0.8,"2- B,S","coarse, smokey, metallic",3.25,Recommended,Bittersweet and Dark
197,Bahen & Co.,Australia,2015,Papua New Guinea,Papua New Guinea,0.7,"2- B,S","smoke, ham, papaya",3.5,Highly Recommended,Bittersweet and Dark
198,Baiani,Brazil,2018,Brazil,"Bahia, Vale Potumujo",0.7,"2- B,S","bland, sugary, large grits",3.0,Recommended,Bittersweet and Dark
199,Bakau,Peru,2015,Peru,"Bambamarca, 2015",0.7,"3- B,S,C","molasses, caramel, pungent",2.75,Disapointing,Bittersweet and Dark
200,Bakau,Peru,2015,Peru,"Huallabamba, 2015",0.7,"3- B,S,C","black pepper, cardamom",3.5,Highly Recommended,Bittersweet and Dark
201,Bankston,U.S.A.,2019,Belize,Belize,0.72,"3- B,S,C","gritty, fatty, sour, off",2.5,Disapointing,Bittersweet and Dark
202,Bankston,U.S.A.,2019,Uganda,Uganda,0.82,"3- B,S,C","bitter, fatty, mild fruit",2.75,Disapointing,Bittersweet and Dark
203,Bankston,U.S.A.,2019,Tanzania,Kokoa Kamili,0.72,"3- B,S,C","base cocoa, mild fruit, roasty",3.25,Recommended,Bittersweet and Dark
204,Bar Au Chocolat,U.S.A.,2012,Dominican Republic,Duarte Province,0.7,"2- B,S","complex,black pepper,coffee",3.25,Recommended,Bittersweet and Dark
205,Bar Au Chocolat,U.S.A.,2012,Mexico,Chiapas,0.7,"2- B,S","molasses,toffee,coffee grounds",3.5,Highly Recommended,Bittersweet and Dark
206,Bar Au Chocolat,U.S.A.,2012,Madagascar,Sambirano,0.7,"2- B,S","raspberry, mild sour",3.75,Highly Recommended,Bittersweet and Dark
207,Bar Au Chocolat,U.S.A.,2014,Peru,Maranon Canyon,0.7,"2- B,S","creamy, rounded, orange",4.0,Outstanding,Bittersweet and Dark
208,Bar Au Chocolat,U.S.A.,2015,Brazil,Bahia,0.7,"2- B,S","intense, smokey, dried fruit",3.5,Highly Recommended,Bittersweet and Dark
209,Bar Au Chocolat,U.S.A.,2017,Costa Rica,"Turrialba, Cartago P.",0.72,"2- B,S","slightly dry, cocoa, berry",3.5,Highly Recommended,Bittersweet and Dark
210,Bar Au Chocolat,U.S.A.,2017,Trinidad,Montserrat Hills,0.8,"2- B,S","intense, tangy, alcohol",3.5,Highly Recommended,Bittersweet and Dark
211,Baravelli's,Wales,2012,Costa Rica,single estate,0.8,"4- B,S,C,V","gritty, floral, vanilla",2.75,Disapointing,Bittersweet and Dark
212,Bare Bones,U.K.,2022,Guatemala,"Rio Dulce, Xoco, batch 632",0.65,"3- B,S,C","sweet, honey, earthy, cocoa",3.25,Recommended,Semi-sweet and Dark
213,Batch,U.S.A.,2016,Dominican Republic,"Dominican Republic, Batch 3",0.65,"3- B,S,C","creamy, sweet, fudgey",3.5,Highly Recommended,Semi-sweet and Dark
214,Batch,U.S.A.,2016,Brazil,Brazil,0.7,"3- B,S,C","strawberry, candy flavor",3.75,Highly Recommended,Bittersweet and Dark
215,Batch,U.S.A.,2016,Ecuador,Ecuador,0.65,"3- B,S,C","sandy, floral, sweet",3.25,Recommended,Semi-sweet and Dark
216,Bean,U.K.,2019,Peru,Peru,0.7,"4- B,S,C,V","strong vanilla, off notes",2.25,Disapointing,Bittersweet and Dark
217,Beau Cacao,U.K.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",0.73,"3- B,S,C","caramel, spice, earthy",3.0,Recommended,Bittersweet and Dark
218,Beau Cacao,U.K.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",0.72,"3- B,S,C","smokey, woody, tobacco",3.25,Recommended,Bittersweet and Dark
219,Beehive,U.S.A.,2016,Brazil,"Brazil, Batch 20316",0.8,"3- B,S,C","intense, bitter, dry",2.75,Disapointing,Bittersweet and Dark
220,Beehive,U.S.A.,2016,Dominican Republic,"Dominican Republic, Batch 31616",0.7,"3- B,S,C","sandy, sweet, molasses",2.75,Disapointing,Bittersweet and Dark
221,Beehive,U.S.A.,2016,Ecuador,"Ecuador, Batch 31516",0.7,"3- B,S,C","intense, floral, black pepper",2.75,Disapointing,Bittersweet and Dark
222,Beehive,U.S.A.,2016,Ecuador,Ecuador,0.9,"3- B,S,C","intense floral, bitter, earthy",2.75,Disapointing,Very Bitter and Extra Dark
223,Belcolade,Belgium,2010,Costa Rica,Costa Rica,0.64,"4- B,S,C,L","pastey, nutty",2.75,Disapointing,Semi-sweet and Dark
224,Belcolade,Belgium,2010,Papua New Guinea,Papua New Guinea,0.64,"4- B,S,C,L","intense, smokey",2.75,Disapointing,Semi-sweet and Dark
225,Belcolade,Belgium,2010,Peru,Peru,0.64,"4- B,S,C,L","sticky, moss, nuts",2.75,Disapointing,Semi-sweet and Dark
226,Belcolade,Belgium,2010,Ecuador,Ecuador,0.71,"4- B,S,C,L","dry, cinamon, nutmeg",3.5,Highly Recommended,Bittersweet and Dark
227,Bellflower,U.S.A.,2016,Tanzania,"Kokao Kamili, Kilombero Valley",0.7,"3- B,S,C","sticky, delicate, melon",3.5,Highly Recommended,Bittersweet and Dark
228,Bellflower,U.S.A.,2016,Bolivia,"Alto Beni, Palos Blanco",0.7,"3- B,S,C","oily, complex, pungent",3.25,Recommended,Bittersweet and Dark
229,Bellflower,U.S.A.,2016,Dominican Republic,"Oko Caribe, Duarte P.",0.7,"2- B,S","caramel, mild dried fruit",3.5,Highly Recommended,Bittersweet and Dark
230,Belvie,Vietnam,2018,Vietnam,Lam Dong,0.75,"3- B,S,C","high acidity, nutty, roasty",3.25,Recommended,Bittersweet and Dark
231,Belvie,Vietnam,2021,Vietnam,"Ben Tre, batch 70301",0.7,"3- B,S,C",dominate cocoa notes,3.75,Highly Recommended,Bittersweet and Dark
232,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",0.83,"3- B,S,C","unbalanced, tangy, pungent",2.75,Disapointing,Bittersweet and Dark
233,Belyzium,Germany,2016,Belize,Belize south,0.78,"3- B,S,C","sweet, nibby, green",3.0,Recommended,Bittersweet and Dark
234,Belyzium,Germany,2016,Belize,Belize south,0.83,"3- B,S,C","balanced, complex, berry",3.5,Highly Recommended,Bittersweet and Dark
235,Benns,Singapore,2018,Vietnam,Vung Tau,0.72,"4- B,S,C,L","gummy, roasty, fatty",3.0,Recommended,Bittersweet and Dark
236,Benns,Singapore,2018,India,"Anamalai, 2018 harvest",0.72,"4- B,S,C,L","gummy, fatty, sour",3.0,Recommended,Bittersweet and Dark
237,Benns,Singapore,2018,Malaysia,"Sungai Ruan, Koh Farm",0.72,"4- B,S,C,L","off aroma, smokey, off note",3.0,Recommended,Bittersweet and Dark
238,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",0.72,"3- B,S,C","smokey, raspberries, cocoa",4.0,Outstanding,Bittersweet and Dark
239,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",0.72,"3- B,S,C","intense,red berry,strawberry",3.75,Highly Recommended,Bittersweet and Dark
240,Benoit Nihant,Belgium,2013,Cuba,Baracoa,0.74,"3- B,S,C","tobacco, dairy, sour",3.5,Highly Recommended,Bittersweet and Dark
241,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,0.74,"3- B,S,C","nutty, roasty, dairy",3.5,Highly Recommended,Bittersweet and Dark
242,Benoit Nihant,Belgium,2013,Venezuela,Chuao,0.74,"3- B,S,C","mocha, intense, sweet",3.5,Highly Recommended,Bittersweet and Dark
243,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,0.73,"3- B,S,C",cinamon and nutmeg,4.0,Outstanding,Bittersweet and Dark
244,Benoit Nihant,Belgium,2022,Ecuador,"Hacienda Victoria, lot 42",0.73,"4- B,S,C,L","floral, melon, spicy",3.5,Highly Recommended,Bittersweet and Dark
245,Benoit Nihant,Belgium,2022,Venezuela,"Finca Orquidea, Porcelana, lot 5",0.74,"4- B,S,C,L","delicate, nutty, caramel, sl. Off",3.0,Recommended,Bittersweet and Dark
246,Bernachon,France,2012,Blend,Nature,0.55,"5- B,S,C,V,L","sweet, vanilla, cocoa",2.75,Disapointing,Sweet and Mild
247,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",0.7,"3- B,S,C","creamy, macadamia, pepper",3.25,Recommended,Bittersweet and Dark
248,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",0.74,"3- B,S,C","nutty, light toffee, mild musty",3.25,Recommended,Bittersweet and Dark
249,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",0.64,"3- B,S,C","ham-like, smokey, banana",3.5,Highly Recommended,Semi-sweet and Dark
250,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",0.72,"3- B,S,C","dark cocoa, spicy pepper",3.5,Highly Recommended,Bittersweet and Dark
251,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,0.64,"3- B,S,C","chunky, nutty, banana",3.0,Recommended,Semi-sweet and Dark
252,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,0.88,"3- B,S,C","bitter then nutty rustic, earthy",3.0,Recommended,Very Bitter and Extra Dark
253,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",0.72,"3- B,S,C","creamy, banana, rich",3.5,Highly Recommended,Bittersweet and Dark
254,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,0.72,"3- B,S,C","creamy, nutty, cocoa",4.0,Outstanding,Bittersweet and Dark
255,Bisou,U.S.A.,2015,Nicaragua,"Nicaragua, American style",0.76,"2- B,S","bitter, molasses, flour",2.5,Disapointing,Bittersweet and Dark
256,Bisou,U.S.A.,2015,Costa Rica,"San Andres, American style",0.76,"2- B,S","molasses, metallic, earthy",2.5,Disapointing,Bittersweet and Dark
257,Bisou,U.S.A.,2015,Costa Rica,"San Andres, silk",0.78,"4- B,S,C,V","sour, tart, molasses",2.5,Disapointing,Bittersweet and Dark
258,Bisou,U.S.A.,2015,Belize,Belize,0.86,"4- B,S,C,V","mild bitter, diluted, vanilla",3.25,Recommended,Very Bitter and Extra Dark
259,Bitacora,Venezuela,2018,Venezuela,Aragua,0.7,"4- B,S,C,L","smooth texture, earthy, nutty",3.5,Highly Recommended,Bittersweet and Dark
260,Bitacora,Venezuela,2018,Venezuela,Merida,0.7,"4- B,S,C,L","gritty, spicy, earthy",3.0,Recommended,Bittersweet and Dark
261,Bitacora,Venezuela,2018,Venezuela,Carabobo,0.7,"4- B,S,C,L","fatty, bland, nutty",3.0,Recommended,Bittersweet and Dark
262,Bittersweet Origins,U.S.A.,2008,Madagascar,Sambirano,0.71,"2- B,S","rich cocoa, red berry, sour",3.0,Recommended,Bittersweet and Dark
263,Bittersweet Origins,U.S.A.,2008,Panama,Bocas del Toro,0.75,"2- B,S","intense, rum, tea",3.5,Highly Recommended,Bittersweet and Dark
264,Bittersweet Origins,U.S.A.,2008,Dominican Republic,Puerto Plata,0.68,"2- B,S","nutty, astringent",3.75,Highly Recommended,Semi-sweet and Dark
265,Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,0.7,"2- B,S","nutmeg, sour",3.0,Recommended,Bittersweet and Dark
266,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,0.75,"2- B,S","chalky, strong, harsh smoke",3.0,Recommended,Bittersweet and Dark
267,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,0.65,"2- B,S","intense marshmallow, cocoa",3.5,Highly Recommended,Semi-sweet and Dark
268,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,0.75,"2- B,S","rustic, red berry, woody",3.25,Recommended,Bittersweet and Dark
269,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,0.65,"2- B,S",chocolate covered cherries,3.5,Highly Recommended,Semi-sweet and Dark
270,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",0.75,"2- B,S","dry, cardamom, medicinal",3.25,Recommended,Bittersweet and Dark
271,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",0.7,"2- B,S","robust, cocoa, fruity",3.75,Highly Recommended,Bittersweet and Dark
272,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",0.65,"2- B,S","pastey, off spicey, nutty",2.75,Disapointing,Semi-sweet and Dark
273,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",0.7,"2- B,S","red berry, strong wine, sour",3.0,Recommended,Bittersweet and Dark
274,Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",0.78,"2- B,S","nutty, mild bitter",3.0,Recommended,Bittersweet and Dark
275,Bittersweet Origins,U.S.A.,2012,Ghana,Ghana,0.72,"3- B,S,C","roasted nuts, rich, roasty",3.5,Highly Recommended,Bittersweet and Dark
276,Bixby,U.S.A.,2018,Haiti,Haiti,0.7,"2- B,S","floral, molasses, chemical",3.0,Recommended,Bittersweet and Dark
277,Bixby,U.S.A.,2018,Guatemala,Guatemala,0.7,"2- B,S","molasses, earthy, spicy",3.0,Recommended,Bittersweet and Dark
278,Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,0.7,"2- B,S","sweet, sour milk",3.25,Recommended,Bittersweet and Dark
279,Bixby,U.S.A.,2019,Belize,Belize,0.7,"2- B,S","off, rubbery, burnt molasses",2.75,Disapointing,Bittersweet and Dark
280,Black Mountain,U.S.A.,2008,Dominican Republic,La Red,0.7,"3- B,S,C","unrefined, fruity",2.75,Disapointing,Bittersweet and Dark
281,Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,0.7,"3- B,S,C","sweet grass, muted spice",2.75,Disapointing,Bittersweet and Dark
282,Black Mountain,U.S.A.,2008,Nicaragua,Matiguas,0.7,"3- B,S,C","rich, leather, woodsy",3.0,Recommended,Bittersweet and Dark
283,Black Mountain,U.S.A.,2021,Dominican Republic,"Cocoa Nibs, Hispaniola w/ nibs",0.7,"4- B,S,C,L","bright fruit, crisp nibs, cocoa",3.75,Highly Recommended,Bittersweet and Dark
284,Black River (A. Morin),U.K.,2014,Jamaica,Blue Mountain Region,0.7,"4- B,S,C,L","fatty, nutty",2.75,Disapointing,Bittersweet and Dark
285,Black Sheep,U.S.A.,2021,Colombia,"Sierra Nevada, batch 92",0.72,"3- B,S,C","burnt caramel, cocoa, floral",3.25,Recommended,Bittersweet and Dark
286,Black Sheep,U.S.A.,2021,Belize,"Maya Mountain, batch 98",0.72,"3- B,S,C",honey with subtle tobacco,3.25,Recommended,Bittersweet and Dark
287,Blanxart,Spain,2009,Blend,Organic Dark,0.72,"4- B,S,C,V","oily, flat, woody, sour",2.75,Disapointing,Bittersweet and Dark
288,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",0.82,"4- B,S,C,V","complex, fruity, mild bitter",3.5,Highly Recommended,Bittersweet and Dark
289,Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,0.7,"3- B,S,C","chewy, complex,black pepper",3.5,Highly Recommended,Bittersweet and Dark
290,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,0.7,"3- B,S,C","gritty, tart red berry,powerful",3.75,Highly Recommended,Bittersweet and Dark
291,Blue Bandana,U.S.A.,2016,Madagascar,"Akesson's E., Sambirano V.",0.82,"2- B,S","sandy, tart, sour, sweet",3.5,Highly Recommended,Bittersweet and Dark
292,Blue Bandana,U.S.A.,2016,Guatemala,Lachua,0.75,"2- B,S","roasty, coffee, earthy",2.75,Disapointing,Bittersweet and Dark
293,Blue Bandana,U.S.A.,2016,Tanzania,Kokoa Kamili,0.75,"2- B,S","bready, melon",3.5,Highly Recommended,Bittersweet and Dark
294,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,0.75,"2- B,S","astringent, sour, coffee",3.0,Recommended,Bittersweet and Dark
295,Boho,U.S.A.,2017,Belize,Maya Mtn,0.7,"3- B,S,C",pungent off flavor,2.75,Disapointing,Bittersweet and Dark
296,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",0.68,"2- B,S","sweet, dirty, off notes",2.5,Disapointing,Semi-sweet and Dark
297,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",0.72,"2- B,S","sweet, fruit, chemical off note",2.75,Disapointing,Bittersweet and Dark
298,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",0.74,"2- B,S","grassy, savory, sour",3.25,Recommended,Bittersweet and Dark
299,Bonnat,France,2006,Blend,"Carribean, Trinite",0.75,"3- B,S,C","spice, woodsy, long lasting",3.75,Highly Recommended,Bittersweet and Dark
300,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",0.75,"3- B,S,C","sandy, creamy, berry",3.75,Highly Recommended,Bittersweet and Dark
301,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",0.75,"3- B,S,C","creamy, fatty, floral",4.0,Outstanding,Bittersweet and Dark
302,Bonnat,France,2006,Madagascar,Madagascar,0.75,"3- B,S,C","mellow, tart, coffee",3.75,Highly Recommended,Bittersweet and Dark
303,Bonnat,France,2006,Blend,One Hundred,1.0,,"acidic, bitter, dry",1.5,Unpleasant,Unsweetened
304,Bonnat,France,2006,Sri Lanka,Ceylan,0.75,"3- B,S,C","vegetal, dominant tobacco",3.0,Recommended,Bittersweet and Dark
305,Bonnat,France,2006,Venezuela,Chuao,0.75,"3- B,S,C","creamy, coconut, tang",4.0,Outstanding,Bittersweet and Dark
306,Bonnat,France,2007,Ecuador,Equateur,0.75,"3- B,S,C","dry, floral, bitter",2.5,Disapointing,Bittersweet and Dark
307,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",0.75,"3- B,S,C","creamy, strawberry, nutty",4.0,Outstanding,Bittersweet and Dark
308,Bonnat,France,2009,Ivory Coast,Ivory Coast,0.75,"3- B,S,C","oily, intense cocoa, sl. Burnt",3.0,Recommended,Bittersweet and Dark
309,Bonnat,France,2009,Peru,"Porcelana, Apotequil",0.75,"3- B,S,C","flat, bread, earthy",2.75,Disapointing,Bittersweet and Dark
310,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",0.75,"3- B,S,C","mild bitter, nut, possible mold",3.0,Recommended,Bittersweet and Dark
311,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",0.75,"3- B,S,C","fatty, roasty, earthy",3.0,Recommended,Bittersweet and Dark
312,Bonnat,France,2011,Cuba,Cuba,0.75,"3- B,S,C","fatty, raisin, grape",3.5,Highly Recommended,Bittersweet and Dark
313,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",0.75,"3- B,S,C","roasty, woody, mint",3.5,Highly Recommended,Bittersweet and Dark
314,Bonnat,France,2011,Peru,Piura Blanco,0.75,"3- B,S,C","creamy, cocoa, smokey",3.5,Highly Recommended,Bittersweet and Dark
315,Bonnat,France,2011,Brazil,Libanio,0.75,"3- B,S,C","chunky, very grassy, mild mint",3.75,Highly Recommended,Bittersweet and Dark
316,Bonnat,France,2011,Haiti,Haiti,0.75,"3- B,S,C","grassy, black pepper",4.0,Outstanding,Bittersweet and Dark
317,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",0.75,"3- B,S,C","fatty, spicy, gentle roast",4.0,Outstanding,Bittersweet and Dark
318,Bonnat,France,2011,Brazil,Juliana,0.75,"3- B,S,C","oily,fatty, rich, nutty",3.5,Highly Recommended,Bittersweet and Dark
319,Bonnat,France,2011,Jamaica,Jamaique,0.75,"3- B,S,C","oily, creamy, woody",3.25,Recommended,Bittersweet and Dark
320,Bonnat,France,2013,Brazil,Maragnam,0.75,"3- B,S,C","oily, roasted nuts, rich cocoa",3.5,Highly Recommended,Bittersweet and Dark
321,Bonnat,France,2013,Gabon,Gabon,0.75,"3- B,S,C","fatty, roasty, black pepper",3.25,Recommended,Bittersweet and Dark
322,Bonnat,France,2014,Brazil,Kaori,0.75,"3- B,S,C","creamy, homey, nutty",4.0,Outstanding,Bittersweet and Dark
323,Bonnat,France,2014,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",0.75,"3- B,S,C","roasty, tobacco, earthy",3.25,Recommended,Bittersweet and Dark
324,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",0.65,"3- B,S,C","complex, brownie,mint, spice",3.75,Highly Recommended,Semi-sweet and Dark
325,Bonnat,France,2016,Mexico,Selva Maya,0.75,"3- B,S,C","heavy roast, fatty, gateway",3.5,Highly Recommended,Bittersweet and Dark
326,Bonnat,France,2018,Peru,Madre de Dios,0.75,"3- B,S,C","oily, subtle, mild coffee",4.0,Outstanding,Bittersweet and Dark
327,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",0.75,"3- B,S,C","creamy, rich, complex",4.0,Outstanding,Bittersweet and Dark
328,Bonnat,France,2021,Nicaragua,"El Castillero, Indio Maiz",0.75,"3- B,S,C","bold, woody, nut, roasty, creamy",3.75,Highly Recommended,Bittersweet and Dark
329,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",0.77,"2- B,S","sticky, lavendar, molasses",3.25,Recommended,Bittersweet and Dark
330,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",1.0,,"cardboard, very bitter, floral",1.5,Unpleasant,Unsweetened
331,Bowler Man,U.S.A.,2014,Belize,Maya Mountain,0.7,,"sandy, vanilla, candy-like",2.75,Disapointing,Bittersweet and Dark
332,Bowler Man,U.S.A.,2014,Dominican Republic,Conacado,0.7,,"gritty, sweet, mild coffee",2.75,Disapointing,Bittersweet and Dark
333,Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",0.7,"3- B,S,C","nuts, fruit",4.0,Outstanding,Bittersweet and Dark
